"Date","ATP","Tournament","Round","Surface","Court","Winner","Loser","B365W","B365L","TTT_Pct_W","TTT_Pct_L","pred","ttt_correct","bookie_pred","bookie_correct","bet365_right_ttt_wrong","ATPk"
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Hurkacz H.","Draper J.",1.67,2.2,76.83,23.17,"Hurkacz H.",TRUE,"Hurkacz H.",TRUE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Kecmanovic M.","Berrettini M.",3,1.4,14.29,85.71,"Berrettini M.",FALSE,"Berrettini M.",FALSE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Etcheverry T.","Jarry N.",2.38,1.57,2.12,97.88,"Jarry N.",FALSE,"Jarry N.",FALSE,FALSE,24
2024-04-09,24,"Monte Carlo Masters","1st Round","Clay","Outdoor","Monfils G.","Vukic A.",1.1,7,99.2,0.8,"Monfils G.",TRUE,"Monfils G.",TRUE,FALSE,24
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Munar J.","Borges N.",1.67,2.2,87.35,12.65,"Munar J.",TRUE,"Munar J.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Navone M.","Popyrin A.",2.1,1.73,28.13,71.87,"Popyrin A.",FALSE,"Popyrin A.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Daniel T.","Vukic A.",1.91,1.91,67.82,32.18,"Daniel T.",TRUE,NA,FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Seyboth Wild T.","Safiullin R.",1.73,2.1,19.65,80.35,"Safiullin R.",FALSE,"Seyboth Wild T.",TRUE,TRUE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Altmaier D.","Landaluce M.",1.33,3.4,76.42,23.58,"Altmaier D.",TRUE,"Altmaier D.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Shevchenko A.","Rinderknech A.",2,1.8,98.32,1.68,"Shevchenko A.",TRUE,"Rinderknech A.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Van Assche L.","Bergs Z.",1.67,2.2,65.53,34.47,"Van Assche L.",TRUE,"Van Assche L.",TRUE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Darderi L.","Monfils G.",2.3,1.62,3.39,96.61,"Monfils G.",FALSE,"Monfils G.",FALSE,FALSE,28
2024-04-24,28,"Mutua Madrid Open","1st Round","Clay","Outdoor","Marozsan F.","Karatsev A.",1.14,5.5,75.28,24.72,"Marozsan F.",TRUE,"Marozsan F.",TRUE,FALSE,28
