ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,TTT_Prob_W,pred,ttt_correct,bookie_pred,bookie_correct,Book_Prob_W,ELO_Prob_W,elo_pred,elo_correct,tournament_set,ATPk,y
51,New York,US Open,2024-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Bergs Z.,Kotov P.,80,60,697,864,6,2,4,6,6,2,3,6,7,6,3,2,Completed,1.8,2,1.75,2.21,1.8,2.21,1.75,2.09,1.1931929247352902,0.4872269705528315,2.0453625665295374,0.3014732768187297,1.1931929247352902,2.0453625665295374,0.4872269705528315,0.3014732768187297,-1.4873265200615033,0.06846429674116945,Kotov P.,FALSE,Bergs Z.,TRUE,0.5263157894736842,0.4987736317630657,Kotov P.,FALSE,All_2024_R1,51,1
51,New York,US Open,2024-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci M.,Wawrinka S.,101,176,555,333,6,4,7,6,6,3,NA,NA,NA,NA,3,0,Completed,1.4,3,1.4,3.2,1.47,3.2,1.39,3,1.5196143426970967,0.8446196578351991,2.02665814366007,0.2787865377288215,1.5196143426970967,2.02665814366007,0.8446196578351991,0.2787865377288215,-0.5700705488195008,0.28431492470741926,Wawrinka S.,FALSE,Bellucci M.,TRUE,0.6818181818181818,0.4992703058320432,Wawrinka S.,FALSE,All_2024_R1,51,1
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,O Connell C.,Kotov P.,75,61,720,864,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.7,2.24,1.7,2.28,1.66,2.19,1.869598274235629,0.2753235198524889,1.9924879413755885,0.2989057153725331,1.869598274235629,1.9924879413755885,0.2753235198524889,0.2989057153725331,-0.3023981612557296,0.38117427814028776,Kotov P.,FALSE,O Connell C.,TRUE,0.5684754521963824,0.49982314756010043,Kotov P.,FALSE,All_2024_R1,52,1
52,Chengdu,Chengdu Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Safiullin R.,Fognini F.,56,79,915,694,6,3,4,6,6,4,NA,NA,NA,NA,2,1,Completed,1.2,4.5,1.23,4.47,1.25,4.5,1.21,4.25,1.9115553961343537,0.264197921796357,2.1669759741785133,0.3600536677534974,1.9115553961343537,2.1669759741785133,0.264197921796357,0.3600536677534974,-0.5719402191382961,0.2836812376777107,Fognini F.,FALSE,Safiullin R.,TRUE,0.7894736842105263,0.4996324203065654,Fognini F.,FALSE,All_2024_R1,52,1
53,Hangzhou,Hangzhou Open,2024-09-18,ATP250,Outdoor,Hard,1st Round,3,Cilic M.,Svajda Z.,777,135,28,452,5,7,6,3,6,0,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.1,1.82,2.1,1.76,2.04,0.6702523222881314,0.9201100224298208,0.8558077840474376,0.5981565140098792,0.6702523222881314,0.8558077840474376,0.9201100224298208,0.5981565140098792,-0.1690789375917367,0.4328672758829406,Svajda Z.,FALSE,Cilic M.,TRUE,0.5483028720626633,0.4997329642502825,Svajda Z.,FALSE,All_2024_R1,53,1
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Hijikata R.,Dzumhur D.,81,86,681,655,2,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.85,2.05,1.85,2.14,1.74,2.08,1.8436084388266896,0.3121407191329035,1.9581782466740627,1.0091437867949886,1.8436084388266896,1.9581782466740627,0.3121407191329035,1.0091437867949886,-0.10846170325545747,0.4568147288146588,Dzumhur D.,FALSE,Hijikata R.,TRUE,0.5483028720626633,0.4998351207986911,Dzumhur D.,FALSE,All_2024_R1,53,1
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bu Y.,Gaston H.,124,77,484,714,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.53,2.65,1.53,2.78,1.46,2.64,-2.5161886068982966,2.5115005194405464,1.2635076192021015,0.3860302649767543,-2.5161886068982966,1.2635076192021015,2.5115005194405464,0.3860302649767543,-1.4874868410795574,0.0684431380591337,Gaston H.,FALSE,Bu Y.,TRUE,0.6563245823389022,0.494560794457036,Gaston H.,FALSE,All_2024_R1,53,1
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Shevchenko A.,Trungelliti M.,58,138,870,423,6,1,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.78,2.14,1.78,2.29,1.68,2.14,2.115823005268074,0.2783503342555511,2.5948464089279337,1.1077033097335611,2.115823005268074,2.5948464089279337,0.2783503342555511,1.1077033097335611,-0.41940837559000965,0.337458851999344,Trungelliti M.,FALSE,Shevchenko A.,TRUE,0.5483028720626633,0.4993106303440241,Trungelliti M.,FALSE,All_2024_R1,53,1
53,Hangzhou,Hangzhou Open,2024-09-19,ATP250,Outdoor,Hard,1st Round,3,Bellucci M.,Karatsev A.,108,115,529,508,6,4,6,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.77,2.16,1.77,2.18,1.71,2.1,1.947705990783176,0.7551380378382777,2.0269236054752966,0.2872622171112201,1.947705990783176,2.0269236054752966,0.7551380378382777,0.2872622171112201,-0.09804993510430113,0.4609463209409176,Karatsev A.,FALSE,Bellucci M.,TRUE,0.5483028720626633,0.49988599669029266,Karatsev A.,FALSE,All_2024_R1,53,1
54,Beijing,China Open,2024-09-27,ATP500,Outdoor,Hard,1st Round,3,Safiullin R.,Wawrinka S.,69,233,790,243,6,3,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.4,3,1.41,3.11,1.41,3.15,1.38,2.99,1.9472081307915363,0.2627668111921924,2.0020901267288194,0.27893085116841343,1.9472081307915363,2.0020901267288194,0.2627668111921924,0.27893085116841343,-0.14321703274015668,0.4430593891538313,Wawrinka S.,FALSE,Safiullin R.,TRUE,0.6818181818181818,0.4999210184595826,Wawrinka S.,FALSE,All_2024_R1,54,1
55,Tokyo,Japan Open Tennis Championships,2024-09-26,ATP500,Outdoor,Hard,1st Round,3,O Connell C.,Etcheverry T.,79,35,700,1370,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.83,2.08,1.83,2.11,1.76,2.03,1.9182906035747425,0.27299635201192635,2.2170889598902503,0.2556978131342369,1.9182906035747425,2.2170889598902503,0.27299635201192635,0.2556978131342369,-0.7988336308761412,0.21219344347887567,Etcheverry T.,FALSE,O Connell C.,TRUE,0.5483028720626633,0.4995699947053488,Etcheverry T.,FALSE,All_2024_R1,55,1
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Nagal S.,560,83,63,681,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.63,2.42,1.67,2.42,1.6,2.3,1.4674501646458795,0.3799783677809053,1.467647982160746,0.5344822232124912,1.4674501646458795,1.467647982160746,0.3799783677809053,0.5344822232124912,-3.016496588302263e-4,0.499879659199049,Nagal S.,FALSE,Wu Y.,TRUE,0.6025316455696202,0.49999971531771203,Nagal S.,FALSE,All_2024_R1,56,1
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Sonego L.,102,49,568,1081,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.66,2.34,1.66,2.63,1.59,2.34,1.8745039448369567,0.29687271686017824,2.144162274376626,0.2455350104588387,1.8745039448369567,2.144162274376626,0.29687271686017824,0.2455350104588387,-0.699948972942518,0.24197958590703844,Sonego L.,FALSE,Shapovalov D.,TRUE,0.6368038740920097,0.4996119305467984,Sonego L.,FALSE,All_2024_R1,56,1
56,Shanghai,Shanghai Masters,2024-10-02,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Gerasimov E.,93,304,619,170,6,7,6,3,6,4,NA,NA,NA,NA,2,1,Completed,1.29,3.75,1.35,3.47,1.35,3.75,1.3,3.43,1.3375201294777748,0.301876625030464,1.7184376453961503,1.3622006724656668,1.3375201294777748,1.7184376453961503,0.301876625030464,1.3622006724656668,-0.27301039247955206,0.39242261344850604,Gerasimov E.,FALSE,Daniel T.,TRUE,0.744047619047619,0.4994518158485099,Gerasimov E.,FALSE,All_2024_R1,56,1
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Hijikata R.,55,78,945,718,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.55,2.58,1.58,2.6,1.53,2.46,1.7573247781506922,0.2429907037239938,1.8761082457825289,0.3098337927085912,1.7573247781506922,1.8761082457825289,0.2429907037239938,0.3098337927085912,-0.30166996509986815,0.3814518332801972,Hijikata R.,FALSE,Kecmanovic M.,TRUE,0.6203473945409429,0.4998290568554957,Hijikata R.,FALSE,All_2024_R1,56,1
56,Shanghai,Shanghai Masters,2024-10-03,Masters 1000,Outdoor,Hard,1st Round,3,Atmane T.,Kovacevic A.,161,76,369,740,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.75,2.18,1.76,2.32,1.69,2.14,0.8334903390594323,0.6738179890838069,1.0497805145953336,0.3736854842269192,0.8334903390594323,1.0497805145953336,0.6738179890838069,0.3736854842269192,-0.2807137489222956,0.38946498124729523,Kovacevic A.,FALSE,Atmane T.,TRUE,0.5483028720626633,0.4996887334564914,Kovacevic A.,FALSE,All_2024_R1,56,1
57,Almaty,Almaty Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Diallo G.,O Connell C.,118,72,497,762,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.94,1.94,1.94,2,1.87,1.91,0.40438676057188694,0.678280127587813,1.935187775989981,0.2679899361171047,0.40438676057188694,1.935187775989981,0.678280127587813,0.2679899361171047,-2.0989924463458443,0.01790878330435153,O Connell C.,FALSE,Diallo G.,TRUE,0.5263157894736842,0.49779701450635094,O Connell C.,FALSE,All_2024_R1,57,1
57,Almaty,Almaty Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Virtanen O.,Fognini F.,116,76,499,721,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.58,2.57,1.64,2.6,1.54,2.44,0.9839921834878798,0.7626402335496957,2.141765436297787,0.34881049022601457,0.9839921834878798,2.141765436297787,0.7626402335496957,0.34881049022601457,-1.3805642899586719,0.08370648476275151,Fognini F.,FALSE,Virtanen O.,TRUE,0.6025316455696202,0.4983338365216743,Fognini F.,FALSE,All_2024_R1,57,1
59,Stockholm,Nordic Open,2024-10-15,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Norrie C.,55,52,965,989,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.88,2.02,1.95,2.02,1.84,1.94,1.7881864189888714,0.2411930516423267,2.3616155463473474,0.27050659776400504,1.7881864189888714,2.3616155463473474,0.2411930516423267,0.27050659776400504,-1.5822247358120995,0.056799137714632415,Norrie C.,FALSE,Kecmanovic M.,TRUE,0.5263157894736842,0.4991747698989753,Norrie C.,FALSE,All_2024_R1,59,1
60,Basel,Swiss Indoors,2024-10-22,ATP500,Indoor,Hard,1st Round,3,Van De Zandschulp B.,Bublik A.,67,32,804,1460,3,6,6,4,4,0,NA,NA,NA,NA,1,1,Retired,1.67,2.2,1.73,2.22,1.74,2.23,1.68,2.15,2.0566991114000537,0.2543294373047569,2.1335934920914057,0.2727313738150503,2.0566991114000537,2.1335934920914057,0.2543294373047569,0.2727313738150503,-0.20619794504390818,0.4183181464879519,Bublik A.,FALSE,Van De Zandschulp B.,TRUE,0.5684754521963824,0.49988934009261,Bublik A.,FALSE,All_2024_R1,60,1
60,Basel,Swiss Indoors,2024-10-23,ATP500,Indoor,Hard,1st Round,3,Wawrinka S.,Mannarino A.,169,57,343,929,6,3,3,6,7,5,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.65,2.37,1.7,2.4,1.59,2.31,2.0443858402555626,0.2727004431663802,2.3648181693439145,0.24341449669048584,2.0443858402555626,2.3648181693439145,0.2727004431663802,0.24341449669048584,-0.8766108694483447,0.19034901666720902,Mannarino A.,FALSE,Wawrinka S.,TRUE,0.6025316455696202,0.4995388609405778,Mannarino A.,FALSE,All_2024_R1,60,1
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Giron M.,Shang J.,49,51,1105,1075,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.72,2.23,1.72,2.3,1.65,2.23,1.8714553586960945,0.2409191010067651,2.1126920083479006,0.36461417639235233,1.8714553586960945,2.1126920083479006,0.2409191010067651,0.36461417639235233,-0.5520050843752323,0.29047243490279795,Shang J.,FALSE,Giron M.,TRUE,0.586734693877551,0.49965283260993226,Shang J.,FALSE,All_2024_R1,62,1
62,Paris,BNP Paribas Masters,2024-10-28,Masters 1000,Indoor,Hard,1st Round,3,Kecmanovic M.,Baez S.,55,26,965,1690,6,4,6,7,7,5,NA,NA,NA,NA,2,1,Completed,1.4,3,NA,NA,1.4,3,1.4,3,1.8640244533327857,0.23806644623340356,2.0553044939051803,0.2572753868827596,1.8640244533327857,2.0553044939051803,0.23806644623340356,0.2572753868827596,-0.5456992290842723,0.2926363509761487,Baez S.,FALSE,Kecmanovic M.,TRUE,0.6818181818181818,0.4997247259215563,Baez S.,FALSE,All_2024_R1,62,1
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Altmaier D.,Darderi L.,93,43,625,1248,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.79,2.12,1.86,2.18,1.77,2.02,1.394015121020158,0.27737041543537616,1.9219860591290168,0.37892665930437336,1.394015121020158,1.9219860591290168,0.27737041543537616,0.37892665930437336,-1.1243104871396654,0.13044066547374547,Darderi L.,FALSE,Altmaier D.,TRUE,0.5263157894736842,0.49924018932760006,Darderi L.,FALSE,All_2024_R1,63,1
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Cilic M.,Muller A.,196,68,298,790,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.54,2.63,1.54,2.78,1.47,2.65,0.5965385704250495,0.6867324582721362,1.6807990424956727,0.32851363207023226,0.5965385704250495,1.6807990424956727,0.6867324582721362,0.32851363207023226,-1.4242899454496956,0.0771812784247456,Muller A.,FALSE,Cilic M.,TRUE,0.6563245823389022,0.49843962881558646,Muller A.,FALSE,All_2024_R1,63,1
63,Belgrade,Belgrade Open,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Shapovalov D.,Fucsovics M.,78,91,718,629,6,7,7,5,6,1,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.66,2.35,1.66,2.45,1.58,2.34,1.977949530616744,0.2921827093598238,2.0871934830245458,0.2820978681118087,1.977949530616744,2.0871934830245458,0.2921827093598238,0.2820978681118087,-0.26898082400139034,0.393972219631135,Fucsovics M.,FALSE,Shapovalov D.,TRUE,0.6025316455696202,0.4998427853199849,Fucsovics M.,FALSE,All_2024_R1,63,1
63,Belgrade,Belgrade Open,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Safiullin R.,Fognini F.,60,74,898,745,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.22,4.33,1.27,4.09,1.27,4.34,1.23,3.99,1.994865855719723,0.2580833717036526,1.9957946353223723,0.3374720564005801,1.994865855719723,1.9957946353223723,0.2580833717036526,0.3374720564005801,-0.0021861541633077654,0.4991278513674866,Fognini F.,FALSE,Safiullin R.,TRUE,0.7801801801801801,0.4999986633787077,Fognini F.,FALSE,All_2024_R1,63,1
64,Metz,Open de Moselle,2024-11-03,ATP250,Indoor,Hard,1st Round,3,Moutet C.,Nagal S.,66,83,804,697,7,5,4,0,NA,NA,NA,NA,NA,NA,2,0,Completed,1.29,3.75,1.34,3.53,1.34,3.75,1.31,3.43,1.0046511821051771,0.34167588865019205,1.225975080699882,0.5060581228344003,1.0046511821051771,1.225975080699882,0.34167588865019205,0.5060581228344003,-0.3624671653669732,0.35850147797256093,Nagal S.,FALSE,Moutet C.,TRUE,0.744047619047619,0.49968148934956635,Nagal S.,FALSE,All_2024_R1,64,1
64,Metz,Open de Moselle,2024-11-04,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Monteiro T.,133,100,445,609,4,6,6,4,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.76,2.17,1.8,2.2,1.74,2.07,1.1398643617666735,0.309799113185035,1.509273278847754,0.34910454086203624,1.1398643617666735,1.509273278847754,0.309799113185035,0.34910454086203624,-0.7914602715833543,0.21433772535242343,Monteiro T.,FALSE,Gasquet R.,TRUE,0.5483028720626633,0.49946837803427463,Monteiro T.,FALSE,All_2024_R1,64,1
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Gaston H.,Droguet T.,81,174,712,338,7,6,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.9,1.99,1.9,2.02,1.81,1.97,1.1275761339717132,0.3738181966707737,1.583007115193824,1.0652697260138688,1.1275761339717132,1.583007115193824,0.3738181966707737,1.0652697260138688,-0.40340929276231074,0.3433235758076769,Droguet T.,FALSE,Gaston H.,TRUE,0.5263157894736842,0.49934458250774305,Droguet T.,FALSE,All_2024_R1,64,1
64,Metz,Open de Moselle,2024-11-05,ATP250,Indoor,Hard,1st Round,3,Bonzi B.,Bautista Agut R.,124,47,473,1151,7,6,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.89,1.99,1.94,2.14,1.84,1.95,1.5822073111279458,0.3362245266588598,2.0854203347335636,0.26903516743090033,1.5822073111279458,2.0854203347335636,0.3362245266588598,0.26903516743090033,-1.1685991280442989,0.12128258986301534,Bautista Agut R.,FALSE,Bonzi B.,TRUE,0.5263157894736842,0.4992758187521636,Bautista Agut R.,FALSE,All_2024_R1,64,1
