ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,mu_winner,mu_loser,sigma_winner,sigma_loser,z_val,TTT_Prob_W,pred,ttt_correct,bookie_pred,bookie_correct,Book_Prob_W,ELO_Prob_W,elo_pred,elo_correct,tournament_set,ATPk,y
21,Estoril,Estoril Open,2024-04-03,ATP250,Outdoor,Clay,1st Round,3,Martinez P.,Altmaier D.,77,54,741,955,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.72,2.23,1.75,2.23,1.7,2.14,1.0599866120262325,0.5070419813322018,1.614026220181238,0.2993028270568676,1.0599866120262325,1.614026220181238,0.5070419813322018,0.2993028270568676,-0.9409798689226194,0.1733575878294326,Altmaier D.,FALSE,Martinez P.,TRUE,0.5483028720626633,0.49920267358668,Altmaier D.,FALSE,ATP250,21,1
23,Marrakech,Grand Prix Hassan II,2024-04-02,ATP250,Outdoor,Clay,1st Round,3,Berrettini M.,Shevchenko A.,135,56,470,934,6,2,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.61,2.46,1.62,2.6,1.56,2.41,2.0693240251177025,0.4296860499934098,2.101569804494673,0.3051576735892985,2.0693240251177025,2.101569804494673,0.4296860499934098,0.3051576735892985,-0.061184979995706254,0.4756059457737017,Shevchenko A.,FALSE,Berrettini M.,TRUE,0.586734693877551,0.4999535945933174,Shevchenko A.,FALSE,ATP250,23,1
26,Bucharest,Tiriac Open,2024-04-15,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Gaston H.,79,96,729,642,6,7,6,4,7,5,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.65,2.37,1.68,2.5,1.62,2.27,1.017441327043123,0.3431031691152511,1.2223758218630305,0.45552247024335574,1.017441327043123,1.2223758218630305,0.3431031691152511,0.45552247024335574,-0.35935699687906275,0.35966402028079614,Gaston H.,FALSE,Rinderknech A.,TRUE,0.5684754521963824,0.49970507558869565,Gaston H.,FALSE,ATP250,26,1
26,Bucharest,Tiriac Open,2024-04-15,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Bonzi B.,83,182,711,336,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.43,2.98,1.52,3,1.43,2.76,1.3185299584005905,0.391550422677737,1.62707646462145,0.3464788449126466,1.3185299584005905,1.62707646462145,0.391550422677737,0.3464788449126466,-0.5901381455578624,0.2775490184263108,Bonzi B.,FALSE,Coria F.,TRUE,0.6368038740920097,0.49955596600065666,Bonzi B.,FALSE,ATP250,26,1
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Kovacevic A.,139,97,459,638,7,6,4,6,6,1,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.6,2.49,1.65,2.49,1.58,2.34,1.031447666542731,0.4584218913438044,1.2728963049787392,0.44610565158369286,1.031447666542731,1.2728963049787392,0.4584218913438044,0.44610565158369286,-0.37746588549114896,0.3529137060004991,Kovacevic A.,FALSE,Albot R.,TRUE,0.586734693877551,0.49965252753369566,Kovacevic A.,FALSE,ATP250,26,1
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Moutet C.,Shapovalov D.,92,121,652,510,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.05,1.9,2.05,1.81,1.97,0.8080269553286037,0.41667714031068376,2.0056625683587908,0.3406853636572861,0.8080269553286037,2.0056625683587908,0.41667714031068376,0.3406853636572861,-2.2251571144797055,0.013035346340203795,Shapovalov D.,FALSE,Moutet C.,TRUE,0.5263157894736842,0.4982764706331205,Shapovalov D.,FALSE,ATP250,26,1
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Wawrinka S.,55,86,911,697,3,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.58,2.53,1.62,2.53,1.57,2.37,1.198525997545418,0.36946461401376146,2.1026330812963483,0.2856813246954931,1.198525997545418,2.1026330812963483,0.36946461401376146,0.2856813246954931,-1.9358611218766055,0.026442356252909166,Wawrinka S.,FALSE,Borges N.,TRUE,0.586734693877551,0.49869888825342007,Wawrinka S.,FALSE,ATP250,26,1
27,Munich,BMW Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Gakhov I.,89,280,670,202,6,4,2,6,6,3,NA,NA,NA,NA,2,1,Completed,1.25,4,1.31,3.79,1.31,4,1.28,3.62,2.124492124181071,0.270157841916824,2.9828975335013737,1.556020788738356,2.124492124181071,2.9828975335013737,0.270157841916824,1.556020788738356,-0.5435356459356879,0.29338052748096166,Gakhov I.,FALSE,Van De Zandschulp B.,TRUE,0.7619047619047619,0.4987646578266055,Gakhov I.,FALSE,ATP250,27,1
31,Lyon,Lyon Open,2024-05-19,ATP250,Outdoor,Clay,1st Round,3,Vukic A.,Mcdonald M.,93,74,647,735,6,2,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.65,2.31,1.68,2.31,1.64,2.25,1.1624057985147818,0.3184912408815987,2.0085213815636247,0.2622989848927975,1.1624057985147818,2.0085213815636247,0.3184912408815987,0.2622989848927975,-2.050700177450773,0.0201480768437967,Mcdonald M.,FALSE,Vukic A.,TRUE,0.5684754521963824,0.49878234420191075,Mcdonald M.,FALSE,ATP250,31,1
31,Lyon,Lyon Open,2024-05-20,ATP250,Outdoor,Clay,1st Round,3,Rinderknech A.,Evans D.,73,60,739,831,6,3,4,6,7,6,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.3,1.73,2.3,1.66,2.19,0.987734990916566,0.32713322911022485,1.6225019897068682,0.28887829288404115,0.987734990916566,1.6225019897068682,0.32713322911022485,0.28887829288404115,-1.4544696958952235,0.07290806462595834,Evans D.,FALSE,Rinderknech A.,TRUE,0.5684754521963824,0.4990864978733216,Evans D.,FALSE,ATP250,31,1
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Koepfer D.,Zhang Zh.,65,44,801,1066,4,6,7,6,7,6,NA,NA,NA,NA,2,1,Completed,1.8,2,1.79,2.08,1.81,2.12,1.76,2.02,1.5165693822070474,0.41280331200508186,2.16436656452721,0.28485618383898936,1.5165693822070474,2.16436656452721,0.41280331200508186,0.28485618383898936,-1.2915975780209723,0.0982482716219524,Zhang Zh.,FALSE,Koepfer D.,TRUE,0.5263157894736842,0.4990677459957364,Zhang Zh.,FALSE,ATP250,33,1
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Hanfmann Y.,Squire H.,91,178,646,344,6,3,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.71,2.21,1.81,2.3,1.66,2.18,2.200388565259427,0.26144459752001953,3.9559187309506583,2.439702931185097,2.200388565259427,3.9559187309506583,0.26144459752001953,2.439702931185097,-0.7154707502634234,0.2371591042193916,Squire H.,FALSE,Hanfmann Y.,TRUE,0.5684754521963824,0.4974736105067498,Squire H.,FALSE,ATP250,33,1
33,Stuttgart,Stuttgart Open,2024-06-10,ATP250,Outdoor,Grass,1st Round,3,Medjedovic H.,Marozsan F.,131,42,497,1122,6,7,6,1,6,4,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.65,2.31,1.68,2.38,1.61,2.28,1.956649355145325,0.457208465654383,2.3328333511862067,0.3581412657339259,1.956649355145325,2.3328333511862067,0.457208465654383,0.3581412657339259,-0.6477226569412156,0.2585821736839221,Marozsan F.,FALSE,Medjedovic H.,TRUE,0.6025316455696202,0.499458627923115,Marozsan F.,FALSE,ATP250,33,1
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Duckworth J.,Herbert P.H.,101,139,611,448,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.82,2.05,1.83,2.1,1.79,2,1.0977481327941332,0.6016144608712628,2.552439612565561,0.9546715667718731,1.0977481327941332,2.552439612565561,0.6016144608712628,0.9546715667718731,-1.2891370378098077,0.09867522462444246,Herbert P.H.,FALSE,Duckworth J.,TRUE,0.5263157894736842,0.49790654291042896,Herbert P.H.,FALSE,ATP250,33,1
33,Stuttgart,Stuttgart Open,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Nakashima B.,Eubanks C.,70,45,750,1017,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.57,2.38,1.62,2.38,1.69,2.42,1.57,2.34,1.4977316062441297,0.3143594228844541,1.7803394272510529,0.2842006037176501,1.4977316062441297,1.7803394272510529,0.3143594228844541,0.2842006037176501,-0.6668695518600778,0.2524277306598671,Eubanks C.,FALSE,Nakashima B.,TRUE,0.6025316455696202,0.4995932947423133,Eubanks C.,FALSE,ATP250,33,1
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Brouwer G.,Mensik J.,232,79,259,708,6,1,3,6,6,3,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.68,2.25,1.72,2.29,1.65,2.19,1.5257278309193705,0.484026510860992,3.297541343335412,0.722054205305057,1.5257278309193705,3.297541343335412,0.484026510860992,0.722054205305057,-2.0382591843588314,0.020762009710665937,Mensik J.,FALSE,Brouwer G.,TRUE,0.5684754521963824,0.49745017749094456,Mensik J.,FALSE,ATP250,34,1
34,'s-Hertogenbosch,Rosmalen Grass Court Championships,2024-06-11,ATP250,Outdoor,Grass,1st Round,3,Vukic A.,Purcell M.,87,100,674,612,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.62,2.3,1.65,2.32,1.7,2.34,1.63,2.23,1.216595675998558,0.30958607647683206,1.5434984687417743,0.3237162816093666,1.216595675998558,1.5434984687417743,0.30958607647683206,0.3237162816093666,-0.7298177968500875,0.23275078228092913,Purcell M.,FALSE,Vukic A.,TRUE,0.586734693877551,0.4995295492029366,Purcell M.,FALSE,ATP250,34,1
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Purcell M.,Djere L.,94,52,627,936,6,1,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.59,2.5,1.59,2.75,1.54,2.45,1.447592383997803,0.31646379023707266,2.1220123633015695,0.2656278437725671,1.447592383997803,2.1220123633015695,0.31646379023707266,0.2656278437725671,-1.6323156686199187,0.051306502067783255,Djere L.,FALSE,Purcell M.,TRUE,0.6203473945409429,0.4990294328498095,Djere L.,FALSE,ATP250,37,1
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Shang J.,Etcheverry T.,104,31,595,1290,7,5,3,6,7,6,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.65,2.36,1.74,2.36,1.69,2.15,1.7984943976261287,0.43242178608741577,2.1633360913299176,0.26560778662508583,1.7984943976261287,2.1633360913299176,0.43242178608741577,0.26560778662508583,-0.7189280160397742,0.23609263671831637,Etcheverry T.,FALSE,Shang J.,TRUE,0.5483028720626633,0.4994749507897262,Etcheverry T.,FALSE,ATP250,37,1
37,Eastbourne,Eastbourne International,2024-06-24,ATP250,Outdoor,Grass,1st Round,3,Giron M.,Cerundolo F.,46,27,1005,1565,7,6,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.76,2.17,1.76,2.25,1.7,2.13,1.860636356840757,0.2477135824206801,2.515185502912762,0.26220635764248773,1.860636356840757,2.515185502912762,0.2477135824206801,0.26220635764248773,-1.8145958969407159,0.03479301675624369,Cerundolo F.,FALSE,Giron M.,TRUE,0.5483028720626633,0.4990580291729422,Cerundolo F.,FALSE,ATP250,37,1
