ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,GamesMatch,mu_generic_w,sigma_generic_w,mu_generic_l,sigma_generic_l,Fatigue_W,Fatigue_L,mu_winner,mu_loser,sigma_winner,sigma_loser,p_ttt_win,p_adj_win,y,pred_base,ttt_correct,pred_fat,ttt_fat_correct,p_book,pred_book,bookie_correct,p_base_fav,y_base_fav,p_fat_fav,y_fat_fav,p_book_fav,y_book_fav,theta_used,ATP_k
22,Houston,U.S. Men's Clay Court Championships,2024-04-07,ATP250,Outdoor,Clay,The Final,3,Shelton B.,Tiafoe F.,16,21,2260,1770,7,5,4,6,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.85,2.07,1.91,2.1,1.8,2,31,2.5483122026559832,0.24136607880461736,2.631738492939259,0.24708421812984505,50.625,51.5625,2.5483122026559832,2.631738492939259,0.24136607880461736,0.24708421812984505,0.4045728921973678,0.39666097103169456,1,Tiafoe F.,FALSE,Tiafoe F.,FALSE,0.5263157894736842,Shelton B.,TRUE,0.5954271078026322,0,0.6033390289683054,0,0.5263157894736842,1,-0.03514697006588079,22
23,Marrakech,Grand Prix Hassan II,2024-04-04,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Evans D.,64,42,856,1086,6,4,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.49,2.79,1.57,2.82,1.5,2.56,23,1.5452207298369969,0.27729561257278484,1.7568361319058825,0.28746402824826295,5.625,0,1.5452207298369969,1.7568361319058825,0.27729561257278484,0.28746402824826295,0.29811841601072897,0.3402565400028228,1,Evans D.,FALSE,Evans D.,FALSE,0.6203473945409429,Carballes Baena R.,TRUE,0.701881583989271,0,0.6597434599971772,0,0.6203473945409429,1,-0.034510707433642575,23
23,Marrakech,Grand Prix Hassan II,2024-04-05,ATP250,Outdoor,Clay,Quarterfinals,3,Berrettini M.,Sonego L.,135,61,470,875,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.51,2.75,1.54,2.75,1.48,2.61,22,2.1699953081221244,0.42910045982801154,2.212536179522133,0.2542811636635841,22.640625,14.625,2.1699953081221244,2.212536179522133,0.42910045982801154,0.2542811636635841,0.46601579553841477,0.5350618993222044,1,Sonego L.,FALSE,Berrettini M.,TRUE,0.6368038740920097,Berrettini M.,TRUE,0.5339842044615852,0,0.5350618993222044,1,0.6368038740920097,1,-0.034510707433642575,23
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Carballes Baena R.,Kotov P.,64,68,856,807,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.83,2.09,1.83,2.09,1.79,2,18,1.5452207298369969,0.27729561257278484,2.0249087267007457,0.31157685294370197,35.4375,19.6875,1.5452207298369969,2.0249087267007457,0.27729561257278484,0.31157685294370197,0.1250609778309131,0.19752918963944502,1,Kotov P.,FALSE,Kotov P.,FALSE,0.5263157894736842,Carballes Baena R.,TRUE,0.8749390221690869,0,0.802470810360555,0,0.5263157894736842,1,-0.034510707433642575,23
23,Marrakech,Grand Prix Hassan II,2024-04-06,ATP250,Outdoor,Clay,Semifinals,3,Berrettini M.,Navone M.,135,60,470,883,6,7,6,3,6,2,NA,NA,NA,NA,2,1,Completed,1.4,3,1.42,3.11,1.45,3.11,1.4,2.9,30,2.1699953081221244,0.42910045982801154,2.254415243138768,0.7008316183251707,28.734375,29.8125,2.1699953081221244,2.254415243138768,0.42910045982801154,0.7008316183251707,0.45908845589398983,0.44986412222800287,1,Navone M.,FALSE,Navone M.,FALSE,0.6818181818181818,Berrettini M.,TRUE,0.5409115441060102,0,0.5501358777719971,0,0.6818181818181818,1,-0.034510707433642575,23
24,Monte Carlo,Monte Carlo Masters,2024-04-07,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,Bublik A.,33,18,1204,1992,6,1,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.53,2.5,1.59,2.5,1.59,3.1,1.54,2.46,14,2.155011602154746,0.2943965949926129,2.510388505054019,0.2404424871480415,0,0,2.155011602154746,2.510388505054019,0.2943965949926129,0.2404424871480415,0.17491034965926505,0.17491034965926505,1,Bublik A.,FALSE,Bublik A.,FALSE,0.6203473945409429,Coric B.,TRUE,0.825089650340735,0,0.825089650340735,0,0.6203473945409429,1,-0.036152996502371235,24
24,Monte Carlo,Monte Carlo Masters,2024-04-09,Masters 1000,Outdoor,Clay,2nd Round,3,Musetti L.,Fils A.,24,36,1590,1145,6,3,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.45,2.97,1.5,2.97,1.45,2.74,21,2.3544473422495615,0.24252671168756865,2.466178324165445,0.26741583090732995,11.25,10.5,2.3544473422495615,2.466178324165445,0.24252671168756865,0.26741583090732995,0.3784733042690363,0.38487223401152065,1,Fils A.,FALSE,Fils A.,FALSE,0.6368038740920097,Musetti L.,TRUE,0.6215266957309638,0,0.6151277659884793,0,0.6368038740920097,1,-0.036152996502371235,24
24,Monte Carlo,Monte Carlo Masters,2024-04-11,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Hurkacz H.,10,8,3465,3665,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.48,2.88,1.48,2.88,1.44,2.75,18,2.833948683136754,0.22920673321601912,3.229900404826948,0.231005370172,13.5,36.75,2.833948683136754,3.229900404826948,0.22920673321601912,0.231005370172,0.11185259316193269,0.051538454652670145,1,Hurkacz H.,FALSE,Hurkacz H.,FALSE,0.6563245823389022,Ruud C.,TRUE,0.8881474068380673,0,0.9484615453473298,0,0.6563245823389022,1,-0.036152996502371235,24
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Evans D.,87,49,695,996,7,6,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.51,2.75,1.53,2.8,1.48,2.65,21,1.6757433788236895,0.3179221829968502,1.6814946534691035,0.28271511732593385,0,0,1.6757433788236895,1.6814946534691035,0.3179221829968502,0.28271511732593385,0.49460714384142523,0.49460714384142523,1,Evans D.,FALSE,Evans D.,FALSE,0.6368038740920097,Nakashima B.,TRUE,0.5053928561585748,0,0.5053928561585748,0,0.6368038740920097,1,-0.03867866564899515,25
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Bautista Agut R.,Safiullin R.,84,38,703,1139,6,3,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.76,2.17,1.76,2.3,1.67,2.21,22,2.01841316646326,0.27600817643274633,2.287759146095866,0.26849498928447246,0,0,2.01841316646326,2.287759146095866,0.27600817643274633,0.26849498928447246,0.24212180468066535,0.24212180468066538,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.5684754521963824,Bautista Agut R.,TRUE,0.7578781953193346,0,0.7578781953193346,0,0.5684754521963824,1,-0.03867866564899515,25
25,Barcelona,Barcelona Open,2024-04-15,ATP500,Outdoor,Clay,1st Round,3,Hardt N.,Landaluce M.,229,328,260,160,2,6,6,4,6,3,NA,NA,NA,NA,2,1,Completed,1.8,2,1.87,2.02,1.9,2.07,1.84,1.97,27,0,4,0.657090421709649,1.001926921447224,0,0,0,0.657090421709649,4,1.001926921447224,0.43669666027085197,0.4366966602708519,1,Landaluce M.,FALSE,Landaluce M.,FALSE,0.5263157894736842,Hardt N.,TRUE,0.563303339729148,0,0.563303339729148,0,0.5263157894736842,1,-0.03867866564899515,25
25,Barcelona,Barcelona Open,2024-04-16,ATP500,Outdoor,Clay,1st Round,3,Munar J.,Nishioka Y.,73,71,770,788,6,3,6,1,NA,NA,NA,NA,NA,NA,2,0,Completed,1.25,4,1.3,3.85,1.3,4.05,1.27,3.74,16,1.6119198048355123,0.283729306625208,2.068786753540311,0.28437187358486715,0,0,1.6119198048355123,2.068786753540311,0.283729306625208,0.28437187358486715,0.12770440626700866,0.12770440626700863,1,Nishioka Y.,FALSE,Nishioka Y.,FALSE,0.7619047619047619,Munar J.,TRUE,0.8722955937329914,0,0.8722955937329914,0,0.7619047619047619,1,-0.03867866564899515,25
25,Barcelona,Barcelona Open,2024-04-17,ATP500,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Vavassori A.,84,156,703,413,4,6,6,3,6,1,NA,NA,NA,NA,2,1,Completed,1.36,3.2,1.41,3.13,1.45,3.2,1.38,3.03,26,2.01841316646326,0.27600817643274633,2.338989414383815,0.5344881665641,12.375,0,2.01841316646326,2.338989414383815,0.27600817643274633,0.5344881665641,0.29704440995267545,0.40546052985159264,1,Vavassori A.,FALSE,Vavassori A.,FALSE,0.7017543859649122,Bautista Agut R.,TRUE,0.7029555900473246,0,0.5945394701484074,0,0.7017543859649122,1,-0.03867866564899515,25
25,Barcelona,Barcelona Open,2024-04-21,ATP500,Outdoor,Clay,The Final,3,Ruud C.,Tsitsipas S.,6,7,4025,3995,7,5,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.79,2.14,1.83,2.15,1.75,2.07,21,2.961834182728179,0.2219878505431431,3.29382596282025,0.22698363944107128,35.109375,49.359375,2.961834182728179,3.29382596282025,0.2219878505431431,0.22698363944107128,0.14785557914652228,0.09090033655748819,1,Tsitsipas S.,FALSE,Tsitsipas S.,FALSE,0.5483028720626633,Ruud C.,TRUE,0.8521444208534777,0,0.9090996634425118,0,0.5483028720626633,1,-0.03867866564899515,25
26,Bucharest,Tiriac Open,2024-04-15,ATP250,Outdoor,Clay,1st Round,3,Coria F.,Bonzi B.,83,182,711,336,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.43,2.98,1.52,3,1.43,2.76,18,1.6820497463287436,0.3386251584884387,1.6866933831816115,0.34641698301830154,0,0,1.6820497463287436,1.6866933831816115,0.3386251584884387,0.34641698301830154,0.4961758820240482,0.4961758820240482,1,Bonzi B.,FALSE,Bonzi B.,FALSE,0.6368038740920097,Coria F.,TRUE,0.5038241179759517,0,0.5038241179759517,0,0.6368038740920097,1,-0.04057560853175869,26
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Albot R.,Kovacevic A.,139,97,459,638,7,6,4,6,6,1,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.6,2.49,1.65,2.49,1.58,2.34,30,1.1474277693209256,0.44608094304012946,1.4294660815046591,0.405037024911852,0,0,1.1474277693209256,1.4294660815046591,0.44608094304012946,0.405037024911852,0.3198602727141826,0.3198602727141826,1,Kovacevic A.,FALSE,Kovacevic A.,FALSE,0.586734693877551,Albot R.,TRUE,0.6801397272858174,0,0.6801397272858174,0,0.586734693877551,1,-0.04057560853175869,26
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Moutet C.,Shapovalov D.,92,121,652,510,6,4,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.85,2.05,1.9,2.05,1.81,1.97,18,1.1773983010642717,0.3766593457459969,2.050440407644024,0.3164052838635784,0,0,1.1773983010642717,2.050440407644024,0.3766593457459969,0.3164052838635784,0.037968179823482044,0.03796817982348204,1,Shapovalov D.,FALSE,Shapovalov D.,FALSE,0.5263157894736842,Moutet C.,TRUE,0.962031820176518,0,0.962031820176518,0,0.5263157894736842,1,-0.04057560853175869,26
26,Bucharest,Tiriac Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Borges N.,Wawrinka S.,55,86,911,697,3,6,7,5,6,2,NA,NA,NA,NA,2,1,Completed,1.62,2.3,1.58,2.53,1.62,2.53,1.57,2.37,29,1.6184820769434487,0.31470673989426357,2.151848090162898,0.27974012309064683,0,0,1.6184820769434487,2.151848090162898,0.31470673989426357,0.27974012309064683,0.10262947215483947,0.10262947215483947,1,Wawrinka S.,FALSE,Wawrinka S.,FALSE,0.586734693877551,Borges N.,TRUE,0.8973705278451605,0,0.8973705278451605,0,0.586734693877551,1,-0.04057560853175869,26
26,Bucharest,Tiriac Open,2024-04-18,ATP250,Outdoor,Clay,2nd Round,3,Moutet C.,Borges N.,92,55,652,911,6,2,6,7,6,2,NA,NA,NA,NA,2,1,Completed,1.8,2,1.92,1.99,1.92,2.02,1.82,1.97,29,1.1773983010642717,0.3766593457459969,1.6184820769434487,0.31470673989426357,10.125,16.3125,1.1773983010642717,1.6184820769434487,0.3766593457459969,0.31470673989426357,0.18441914391882266,0.14959882201732747,1,Borges N.,FALSE,Borges N.,FALSE,0.5263157894736842,Moutet C.,TRUE,0.8155808560811774,0,0.8504011779826726,0,0.5263157894736842,1,-0.04057560853175869,26
26,Bucharest,Tiriac Open,2024-04-21,ATP250,Outdoor,Clay,The Final,3,Fucsovics M.,Navone M.,82,52,712,976,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.68,2.32,1.73,2.32,1.68,2.17,22,2.361478647791123,0.28110664285358444,2.42866001791501,0.5935351175832552,38.203125,56.0625,2.361478647791123,2.42866001791501,0.28110664285358444,0.5935351175832552,0.45926105033501835,0.2915283365829409,1,Navone M.,FALSE,Navone M.,FALSE,0.5684754521963824,Fucsovics M.,TRUE,0.5407389496649817,0,0.7084716634170591,0,0.5684754521963824,1,-0.04057560853175869,26
27,Munich,BMW Open,2024-04-16,ATP250,Outdoor,Clay,1st Round,3,Van De Zandschulp B.,Gakhov I.,89,280,670,202,6,4,2,6,6,3,NA,NA,NA,NA,2,1,Completed,1.25,4,1.31,3.79,1.31,4,1.28,3.62,27,2.059862000559915,0.2580886690388445,2.955398921225534,1.5155209550272508,0,0,2.059862000559915,2.955398921225534,0.2580886690388445,1.5155209550272508,0.2801069742401521,0.2801069742401521,1,Gakhov I.,FALSE,Gakhov I.,FALSE,0.7619047619047619,Van De Zandschulp B.,TRUE,0.7198930257598479,0,0.7198930257598479,0,0.7619047619047619,1,-0.03985388284821797,27
27,Munich,BMW Open,2024-04-18,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Michelsen A.,106,70,598,790,6,7,6,2,6,1,NA,NA,NA,NA,2,1,Completed,1.33,3.4,1.37,3.39,1.37,3.4,1.34,3.21,28,2.007571703203777,0.3062067676530036,2.032230550388653,0.367891161375024,12.375,9.28125,2.007571703203777,2.032230550388653,0.3062067676530036,0.367891161375024,0.47945661213236745,0.5102680841692707,1,Michelsen A.,FALSE,Garin C.,TRUE,0.7188160676532769,Garin C.,TRUE,0.5205433878676325,0,0.5102680841692707,1,0.7188160676532769,1,-0.03985388284821797,27
28,Madrid,Mutua Madrid Open,2024-04-24,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Borges N.,73,56,785,916,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.71,2.24,1.75,2.28,1.68,2.17,22,1.616686611189313,0.27688138094197645,1.6214523060266168,0.30577458925240386,0,0,1.616686611189313,1.6214523060266168,0.27688138094197645,0.30577458925240386,0.4953911124584775,0.49539111245847756,1,Borges N.,FALSE,Borges N.,FALSE,0.5684754521963824,Munar J.,TRUE,0.5046088875415224,0,0.5046088875415224,0,0.5684754521963824,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-24,Masters 1000,Outdoor,Clay,1st Round,3,Seyboth Wild T.,Safiullin R.,63,42,849,1139,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.85,2.05,1.85,2.1,1.8,2,20,1.8742614865102956,0.3797875487822605,2.2368455169082084,0.26565058372911077,0,0,1.8742614865102956,2.2368455169082084,0.3797875487822605,0.26565058372911077,0.21701422601064294,0.21701422601064294,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.5483028720626633,Seyboth Wild T.,TRUE,0.7829857739893571,0,0.7829857739893571,0,0.5483028720626633,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Kecmanovic M.,Zhang Zh.,66,49,830,1038,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.74,2.2,1.78,2.22,1.68,2.17,17,1.8437708277281004,0.2427277268374876,2.119537268031816,0.27120617590231294,0,0,1.8437708277281004,2.119537268031816,0.2427277268374876,0.27120617590231294,0.2243225532387437,0.2243225532387437,1,Zhang Zh.,FALSE,Zhang Zh.,FALSE,0.5684754521963824,Kecmanovic M.,TRUE,0.7756774467612563,0,0.7756774467612563,0,0.5684754521963824,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Fonseca J.,Michelsen A.,242,70,241,799,4,6,6,0,6,2,NA,NA,NA,NA,2,1,Completed,1.57,2.38,1.57,2.56,1.62,2.6,1.54,2.44,24,1.7366442292635296,0.6186841394250597,1.9702455377806172,0.361027969799403,0,0,1.7366442292635296,1.9702455377806172,0.6186841394250597,0.361027969799403,0.37216903678822016,0.3721690367882202,1,Michelsen A.,FALSE,Michelsen A.,FALSE,0.6025316455696202,Fonseca J.,TRUE,0.6278309632117798,0,0.6278309632117798,0,0.6025316455696202,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-25,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,Koepfer D.,68,54,821,938,6,1,3,6,7,6,NA,NA,NA,NA,2,1,Completed,1.53,2.5,1.63,2.4,1.65,2.54,1.59,2.34,29,1.7315485880122816,0.25862229700548267,2.014971363556138,0.37246670576780216,0,0,1.7315485880122816,2.014971363556138,0.25862229700548267,0.37246670576780216,0.26597358808910543,0.26597358808910543,1,Koepfer D.,FALSE,Koepfer D.,FALSE,0.6203473945409429,Carballes Baena R.,TRUE,0.7340264119108946,0,0.7340264119108946,0,0.6203473945409429,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Kotov P.,Thompson J.,72,33,787,1256,5,7,6,4,7,5,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.74,2.23,1.74,2.25,1.68,2.16,34,2.011877945043244,0.2950930002821518,2.2615778654098566,0.2438251458897368,10.6875,0,2.011877945043244,2.2615778654098566,0.2950930002821518,0.2438251458897368,0.257100492629239,0.34721344332908605,1,Thompson J.,FALSE,Thompson J.,FALSE,0.5684754521963824,Kotov P.,TRUE,0.7428995073707609,0,0.6527865566709139,0,0.5684754521963824,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-27,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Mannarino A.,35,20,1240,1875,6,0,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.11,6.5,1.15,6.42,1.18,6.5,1.13,5.85,16,2.31842642068144,0.25620226748949637,2.6437362346789985,0.23579896357815827,15.1875,0,2.31842642068144,2.6437362346789985,0.25620226748949637,0.23579896357815827,0.1750820685230503,0.28104489943155636,1,Mannarino A.,FALSE,Mannarino A.,FALSE,0.8541392904073586,Auger-Aliassime F.,TRUE,0.8249179314769497,0,0.7189551005684436,0,0.8541392904073586,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Struff J.L.,Humbert U.,24,14,1628,2535,7,5,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.64,2.42,1.68,2.5,1.63,2.26,22,2.6385585894359016,0.26186719293589655,2.7812139700378156,0.22536268891219044,10.6875,10.125,2.6385585894359016,2.7812139700378156,0.26186719293589655,0.22536268891219044,0.3398368641204776,0.3449298834060786,1,Humbert U.,FALSE,Humbert U.,FALSE,0.5684754521963824,Struff J.L.,TRUE,0.6601631358795224,0,0.6550701165939214,0,0.5684754521963824,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-28,Masters 1000,Outdoor,Clay,3rd Round,3,Cerundolo F.,Paul T.,22,16,1680,2350,6,7,6,4,6,2,NA,NA,NA,NA,2,1,Completed,1.67,2.2,1.75,2.21,1.75,2.25,1.69,2.16,31,2.3404759067530674,0.2284210109919642,2.918958753637112,0.22509860607916,11.8125,16.875,2.3404759067530674,2.918958753637112,0.2284210109919642,0.22509860607916,0.03562828134063646,0.029257689624884387,1,Paul T.,FALSE,Paul T.,FALSE,0.5684754521963824,Cerundolo F.,TRUE,0.9643717186593636,0,0.9707423103751156,0,0.5684754521963824,1,-0.04021363685341667,28
28,Madrid,Mutua Madrid Open,2024-04-30,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Hurkacz H.,13,9,2560,3675,7,6,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.95,1.95,1.95,2.02,1.84,1.95,23,3.0120614991846177,0.22337497412866797,3.228970056185755,0.22594587866539145,9.5625,12.9375,3.0120614991846177,3.228970056185755,0.22337497412866797,0.22594587866539145,0.24739916034123383,0.22300270766771166,1,Hurkacz H.,FALSE,Hurkacz H.,FALSE,0.5263157894736842,Fritz T.,TRUE,0.7526008396587662,0,0.7769972923322883,0,0.5263157894736842,1,-0.04021363685341667,28
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,Monfils G.,106,38,590,1145,6,2,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.73,2.21,1.75,2.36,1.69,2.17,20,1.7442562047360697,0.3630395221629135,2.6431746413121493,0.2804757499490435,0,0,1.7442562047360697,2.6431746413121493,0.3630395221629135,0.2804757499490435,0.025030889113865678,0.02503088911386567,1,Monfils G.,FALSE,Monfils G.,FALSE,0.5684754521963824,Monteiro T.,TRUE,0.9749691108861344,0,0.9749691108861344,0,0.5684754521963824,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-08,Masters 1000,Outdoor,Clay,1st Round,3,Atmane T.,Eubanks C.,137,43,463,1053,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.5,2.63,1.55,2.6,1.56,2.63,1.51,2.54,20,0.6573000908641778,0.8723044116239083,1.9533825158103209,0.2788580703129982,0,0,0.6573000908641778,1.9533825158103209,0.8723044116239083,0.2788580703129982,0.0784965823136829,0.0784965823136829,1,Eubanks C.,FALSE,Eubanks C.,FALSE,0.6368038740920097,Atmane T.,TRUE,0.921503417686317,0,0.921503417686317,0,0.6368038740920097,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Koepfer D.,Vavassori A.,52,168,932,355,6,4,6,3,NA,NA,NA,NA,NA,NA,2,0,Completed,1.67,2.2,1.75,2.2,1.75,2.33,1.66,2.21,19,1.907392692799483,0.3651502893314091,2.186889996570205,0.5092490516762537,0,0,1.907392692799483,2.186889996570205,0.3651502893314091,0.5092490516762537,0.3277877650425689,0.3277877650425689,1,Vavassori A.,FALSE,Vavassori A.,FALSE,0.5684754521963824,Koepfer D.,TRUE,0.6722122349574311,0,0.6722122349574311,0,0.5684754521963824,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Hijikata R.,68,79,805,724,6,4,7,5,NA,NA,NA,NA,NA,NA,2,0,Completed,1.08,8,1.11,7.89,1.12,8,1.1,7.01,22,1.6502704325425133,0.2717358518972753,1.917683807029423,0.3200752596494017,0,0,1.6502704325425133,1.917683807029423,0.2717358518972753,0.3200752596494017,0.262095073167711,0.262095073167711,1,Hijikata R.,FALSE,Hijikata R.,FALSE,0.8810572687224669,Munar J.,TRUE,0.737904926832289,0,0.737904926832289,0,0.8810572687224669,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Medjedovic H.,Popyrin A.,121,42,522,1057,6,3,6,2,NA,NA,NA,NA,NA,NA,2,0,Completed,1.8,2,1.83,2.02,1.95,2.06,1.81,1.99,17,1.960200135876195,0.4758943175967944,2.3842079562945107,0.2563949173382433,0,0,1.960200135876195,2.3842079562945107,0.4758943175967944,0.2563949173382433,0.21641015968384858,0.2164101596838486,1,Popyrin A.,FALSE,Popyrin A.,FALSE,0.5263157894736842,Medjedovic H.,TRUE,0.7835898403161514,0,0.7835898403161514,0,0.5263157894736842,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Napolitano S.,Wolf J.J.,125,101,506,605,6,2,7,6,NA,NA,NA,NA,NA,NA,2,0,Completed,1.44,2.75,1.48,2.83,1.52,2.83,1.45,2.73,21,-3.7713147438881,2.62694102414161,1.9717831371401449,0.26859015461962793,0,0,-3.7713147438881,1.9717831371401449,2.62694102414161,0.26859015461962793,0.014819116328223874,0.014819116328223879,1,Wolf J.J.,FALSE,Wolf J.J.,FALSE,0.6563245823389022,Napolitano S.,TRUE,0.9851808836717761,0,0.9851808836717761,0,0.6563245823389022,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Moutet C.,Safiullin R.,83,39,715,1138,3,6,7,6,6,2,NA,NA,NA,NA,2,1,Completed,1.73,2.1,1.81,2.1,1.81,2.1,1.76,2.06,30,1.3052255545107052,0.34700223070676994,2.1970427735476177,0.2632054864549001,0,0,1.3052255545107052,2.1970427735476177,0.34700223070676994,0.2632054864549001,0.02029702152027245,0.020297021520272452,1,Safiullin R.,FALSE,Safiullin R.,FALSE,0.5483028720626633,Moutet C.,TRUE,0.9797029784797275,0,0.9797029784797275,0,0.5483028720626633,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-09,Masters 1000,Outdoor,Clay,1st Round,3,Carballes Baena R.,O Connell C.,62,66,826,807,6,7,5,0,NA,NA,NA,NA,NA,NA,0,1,Retired,1.44,2.75,1.43,3.01,1.46,3.01,1.42,2.85,18,1.7591296226454114,0.2540021714930431,2.0520998763247045,0.2639458134409075,0,0,1.7591296226454114,2.0520998763247045,0.2540021714930431,0.2639458134409075,0.21191816596668894,0.21191816596668897,1,O Connell C.,FALSE,O Connell C.,FALSE,0.6563245823389022,Carballes Baena R.,TRUE,0.7880818340333111,0,0.788081834033311,0,0.6563245823389022,1,-0.041955169508241706,29
29,Rome,Internazionali BNL d'Italia,2024-05-10,Masters 1000,Outdoor,Clay,2nd Round,3,Borges N.,Bublik A.,53,17,931,2055,6,4,6,4,NA,NA,NA,NA,NA,NA,2,0,Completed,1.73,2.1,1.71,2.28,1.8,2.28,1.72,2.11,20,1.5678132480333669,0.30303792429002174,2.535005529045751,0.23553111450806055,20.25,0,1.5678132480333669,2.535005529045751,0.30303792429002174,0.23553111450806055,0.005867669019642104,0.01361572425467954,1,Bublik A.,FALSE,Bublik A.,FALSE,0.5483028720626633,Borges N.,TRUE,0.9941323309803579,0,0.9863842757453205,0,0.5483028720626633,1,-0.041955169508241706,29
