player,mu_generic,sigma_generic,ATP,mov_w_scale,mov_w_cap
Otte O.,1.869272049766726,0.3393798174736085,1,0.35,3
Fils A.,3.421706407464689,0.24285627108868243,1,0.35,3
Basilashvili N.,0.20070412339571195,0.6959360935953838,1,0.35,3
Rinderknech A.,1.7936251171007518,0.25904159326288917,1,0.35,3
Coric B.,2.656966022819505,0.23818056685982136,1,0.35,3
Cachin P.,2.277505094428145,0.24171006765314018,1,0.35,3
Munar J.,2.186252953254003,0.2504039994281471,1,0.35,3
Ugo Carabelli C.,1.266397227285203,0.7977160541155801,1,0.35,3
Diaz Acosta F.,1.8487520791671392,0.5665249060884523,1,0.35,3
Varillas J. P.,2.4568676116224055,0.47108939183665643,1,0.35,3
Thiem D.,2.415048797894164,0.24202395988991832,1,0.35,3
Alcaraz C.,5.500544555218496,0.207603001224255,1,0.35,3
Musetti L.,3.3527055184748042,0.2028833732122267,1,0.35,3
Borges N.,1.2778059947279259,0.34858422614658713,1,0.35,3
Vukic A.,1.9929670974894078,0.28881650372877254,1,0.35,3
Pecotic M.,2.314498562514458,0.8902425774863628,1,0.35,3
Wawrinka S.,3.3019800660086567,0.22514507618798574,1,0.35,3
Brouwer G.,2.497010866650767,0.3551033578781373,1,0.35,3
O Connell C.,2.3625227719526793,0.23457100287349056,1,0.35,3
Broady L.,2.1161238330646013,0.4179707285159174,1,0.35,3
Muller A.,1.7201029068901534,0.3377170878037377,1,0.35,3
Bublik A.,2.9877806369557884,0.21369830828060823,1,0.35,3
Ritschard A.,1.819793052766235,0.6680841717492425,1,0.35,3
Riedi L.,1.6918569876894782,0.7552227152500489,1,0.35,3
Monteiro T.,1.6259947345534032,0.3142446697353479,1,0.35,3
Galan D.E.,1.300192802197798,0.27176437490732896,1,0.35,3
Varillas J.P.,2.131215762539755,0.30178760280390055,1,0.35,3
Fognini F.,2.3018180596149502,0.31744875017596325,1,0.35,3
Lopez F.,1.658198919277316,0.5389184075464291,1,0.35,3
Berrettini M.,3.356961289220543,0.3216677094059271,1,0.35,3
Ymer E.,1.3945125021077547,0.4298758728195905,1,0.35,3
Nakashima B.,2.6219382634811894,0.25533226179896584,1,0.35,3
Berrettini J.,-2.485837056413604,2.480485134307295,1,0.35,3
Kotov P.,2.5695266517570334,0.26857233272580255,1,0.35,3
Hanfmann Y.,2.9937726901729156,0.22402055579260424,1,0.35,3
Bonadio R.,1.3358189623381942,0.8273309113179658,1,0.35,3
Ivashka I.,2.017533890859018,0.2815228376491366,1,0.35,3
Tabilo A.,2.0081228921381906,0.523763114340778,1,0.35,3
Wu T.L.,1.5773385411869518,0.7698275012598281,1,0.35,3
Struff J.L.,3.367552502586763,0.24774516384162312,1,0.35,3
Bagnis F.,-0.11755009612777055,0.6191346228426721,1,0.35,3
Nava E.,1.0384764848715966,0.7274139130196045,1,0.35,3
Kovacevic A.,1.2280537038496466,0.44749913826508364,1,0.35,3
Van Assche L.,0.8731359598766347,0.36220719816728764,1,0.35,3
Rodionov J.,1.6911875071997606,0.4691315506743878,1,0.35,3
Johnson S.,0.38817707545590535,0.8416784545341043,1,0.35,3
Machac T.,2.635892568058133,0.4265254014121513,1,0.35,3
Purcell M.,2.0905340099275778,0.2812135377417924,1,0.35,3
Gaston H.,1.1008331678984729,0.39792299512436186,1,0.35,3
Passaro F.,0.8168520238097636,0.635438448969356,1,0.35,3
Vavassori A.,2.1477333526657727,0.4723132477226621,1,0.35,3
Kuzmanov D.,1.8076407632595457,0.8501337624430925,1,0.35,3
Gakhov I.,-0.9461098713518219,3.235540725922763,1,0.35,3
Nardi L.,-1.33335835574721,1.241589488554676,1,0.35,3
Kovalik J.,2.5100414442554726,0.6154815429095719,1,0.35,3
Shevchenko A.,2.824109153817267,0.24679540255165186,1,0.35,3
Arnaldi M.,2.9983636562666702,0.2757935600523199,1,0.35,3
Shelbayh A.,1.1542492715476842,0.5275889752534038,1,0.35,3
Dzumhur D.,2.0770414758907463,0.7357111218925501,1,0.35,3
Grenier H.,1.789621892465093,0.5714818907682129,1,0.35,3
Zhang Zh.,2.7596469943260176,0.2383463763021396,1,0.35,3
Marozsan F.,3.177739204124323,0.3254401332975292,1,0.35,3
Llamas Ruiz P.,2.494637005406007,0.8784151243913235,1,0.35,3
Ofner S.,2.6944221313889236,0.2798785927521348,1,0.35,3
Pouille L.,2.480364593707616,0.8445235833651776,1,0.35,3
Tirante T.A.,2.3334782967664953,0.7105807752372828,1,0.35,3
Olivieri G.,2.8432992023266466,0.836655457136234,1,0.35,3
Zeppieri G.,2.1612654499539916,0.7180115019931933,1,0.35,3
Seyboth Wild T.,1.9687191596878488,0.5291879718265415,1,0.35,3
Monfils G.,3.769256357736648,0.30414974526739164,1,0.35,3
Raonic M.,2.65943923673805,0.49869372906989357,1,0.35,3
Peniston R.,1.3350232448888715,0.6370259709758432,1,0.35,3
Choinski J.,1.6137905808965973,0.6365771095213983,1,0.35,3
Stricker D.,2.828152859630006,0.4104508126917658,1,0.35,3
Mayot H.,1.595254802243762,0.6794998884758057,1,0.35,3
Vesely J.,1.8239996823822064,0.5305870882249866,1,0.35,3
Misolic F.,2.1277420250546824,0.5122554478370921,1,0.35,3
Borg L.,1.109152414879927,0.7933217172819925,1,0.35,3
Bergs Z.,1.6894071327221658,0.6177948739591804,1,0.35,3
Medjedovic H.,2.5350810872053353,0.3582701161223567,1,0.35,3
Michelsen A.,2.75518342033554,0.39223545139798455,1,0.35,3
Duckworth J.,-0.05178252546122364,0.6965678334330099,1,0.35,3
Quinn E.,-0.8898334218926854,1.2777377532151015,1,0.35,3
Anderson K.,2.3546927712698613,0.6718209206834386,1,0.35,3
Tu L.,1.2081165820790976,0.7315054803636428,1,0.35,3
Nishikori K.,3.5217395875335775,0.8410260029023743,1,0.35,3
Koepfer D.,1.2876123719113304,0.4856597731595768,1,0.35,3
Prizmic D.,1.8915637335366566,0.5646466043985058,1,0.35,3
Piros Z.,1.3974569130581684,0.7424382321052985,1,0.35,3
Andreozzi G.,2.110809656931895,0.8230954200402841,1,0.35,3
Meligeni Alves F.,2.4490157648839075,0.7500973982608184,1,0.35,3
Jung J.,-0.976235677119716,1.4631263454811623,1,0.35,3
Gojo B.,2.6228474813885487,0.3607816436488679,1,0.35,3
Shimabukuro S.,1.398291491900347,0.5298967102673178,1,0.35,3
Svajda Z.,1.1263367809989968,0.8041533289772667,1,0.35,3
Diallo G.,0.8245581664456917,0.6821790686691138,1,0.35,3
Krueger M.,2.8941107754393482,0.9129219899491812,1,0.35,3
Kumar O.,1.683843522296187,0.610488468430245,1,0.35,3
Mensik J.,3.8706328916798545,0.7431310955799534,1,0.35,3
Droguet T.,3.0713702122509603,0.9354775823542465,1,0.35,3
Hsu Y.,3.167772185145618,0.5392274492324929,1,0.35,3
Sekulic P.,1.3483277849481177,0.839830941628135,1,0.35,3
Polmans M.,2.5385888612729572,0.8965680972606958,1,0.35,3
Coppejans K.,1.767317725188181,0.830957093101433,1,0.35,3
Bolt A.,2.0689173663529576,0.8371229812867361,1,0.35,3
Gerasimov E.,2.4609409595472727,0.9184878352202271,1,0.35,3
Kachmazov A.,1.3939991893413572,0.8486835486205577,1,0.35,3
Sweeny D.,1.4021513506430043,0.7629474253725832,1,0.35,3
Tseng C.H.,1.4110077624911392,0.6750497757963974,1,0.35,3
Kukushkin M.,1.373627727804209,0.7685044201594639,1,0.35,3
Zhukayev B.,-0.21486758380523882,1.6018212634364073,1,0.35,3
Atmane T.,2.3709777712185214,0.7691488206346679,1,0.35,3
Lajal M.,2.873398025268245,0.9662168266609473,1,0.35,3
Mpetshi G.,1.3153106294287624,0.6973742391034871,1,0.35,3
Mochizuki S.,1.209420051225603,0.6426405583730888,1,0.35,3
